x,trafficload(x),trafficload(x)_CI/2,trafficload(x)_Var,trafficload(x)_NSamples,waitingCars(x),waitingCars(x)_CI/2,waitingCars(x)_Var,waitingCars(x)_NSamples
0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,30
1.0,1.9333333333333333,0.07870450787906655,0.0643678160919538,30,1.9333333333333333,0.07870450787906655,0.0643678160919538,30
2.0,4.0,0.2701951579718685,0.7586206896551724,30,3.0,0.2701951579718685,0.7586206896551724,30
3.0,5.3,0.2720311597818074,0.7689655172413777,30,3.3666666666666667,0.2991436958945491,0.9298850574712635,30
4.0,7.966666666666667,0.4112532441900526,1.7574712643678172,30,3.966666666666667,0.340638191460159,1.2057471264367807,30
5.0,9.366666666666667,0.41924466308921854,1.8264367816091964,30,4.5,0.27925448231927275,0.8103448275862069,30
6.0,10.733333333333333,0.3251880219807103,1.0988505747126478,30,5.133333333333334,0.21139576215665362,0.46436781609195504,30
7.0,11.166666666666666,0.43934259396951275,2.0057471264367766,30,5.266666666666667,0.30409461734109633,0.9609195402298853,30
8.0,12.833333333333334,0.4756113941398044,2.3505747126436884,30,4.666666666666667,0.2861023691280949,0.8505747126436769,30
9.0,14.0,0.5585089646385455,3.2413793103448274,30,4.133333333333334,0.451633400430678,2.1195402298850583,30
10.0,15.533333333333333,0.48698769157374244,2.4643678160919396,30,4.566666666666666,0.33275350057315484,1.1505747126436785,30
11.0,17.066666666666666,0.5581127184271625,3.2367816091954067,30,5.3,0.3565049863155214,1.3206896551724123,30
12.0,17.8,0.5953218845986543,3.68275862068963,30,5.633333333333334,0.39478540691487607,1.6195402298850585,30
13.0,18.866666666666667,0.5135216046400803,2.740229885057488,30,5.366666666666666,0.20743421629472109,0.44712643678161024,30
14.0,20.533333333333335,0.6851620211764172,4.878160919540247,30,4.633333333333334,0.48528115312294645,2.4471264367816103,30
15.0,21.866666666666667,0.7182652657383612,5.360919540229902,30,4.466666666666667,0.6400900602376257,4.257471264367817,30
16.0,23.766666666666666,0.6849198145979926,4.8747126436781025,30,5.4,0.3606693648900717,1.351724137931036,30
17.0,24.5,0.801321335676956,6.672413793103448,30,5.7,0.41659789002283204,1.8034482758620674,30
18.0,24.833333333333332,0.8508645301290997,7.522988505747168,30,4.933333333333334,0.39013490787594496,1.581609195402299,30
19.0,26.333333333333332,0.9300557257018192,8.988505747126478,30,4.666666666666667,0.3190064821231016,1.0574712643678148,30
20.0,28.1,0.9512809297049416,9.403448275862093,30,4.8,0.548920115232172,3.131034482758619,30
21.0,30.0,0.6856944289450981,10.101694915254237,60,5.533333333333333,0.37095034932600285,1.4298850574712654,30
22.0,30.933333333333334,0.7203315170923922,11.148022598869998,60,5.266666666666667,0.3251880219807097,1.098850574712644,30
23.0,31.266666666666666,0.9875097334533405,10.133333333333274,30,5.133333333333334,0.32314064786921615,1.0850574712643688,30
24.0,32.71666666666667,0.7703167549951799,12.748870056497191,60,4.6,0.31128460837384947,1.0068965517241395,30
25.0,34.5,0.8477478159652938,15.440677966101696,60,4.9,0.49117180296242524,2.5068965517241395,30
26.0,36.3,0.8268311568464638,14.688135593220437,60,5.733333333333333,0.39013490787594496,1.581609195402299,30
27.0,37.13333333333333,0.8532821426523666,15.64293785310736,60,5.3,0.4003499576964845,1.6655172413793087,30
28.0,37.983333333333334,0.8697872172484966,16.25395480225995,60,5.5,0.38857237329337757,1.5689655172413792,30
29.0,39.5,0.9603172867006692,19.8135593220339,60,5.266666666666667,0.4067910516312654,1.7195402298850577,30
30.0,41.13333333333333,0.8903712100022279,25.82471910112353,90,5.566666666666666,0.538442218150027,3.0126436781609196,30
31.0,42.77777777777778,0.9538039359610836,29.635455680399573,90,5.433333333333334,0.6652576386191719,4.598850574712644,30
32.0,43.56666666666667,0.9352796591892593,28.495505617977592,90,4.833333333333333,0.540901807128707,3.04022988505747,30
33.0,44.43333333333333,0.884092767238131,25.461797752809055,90,5.166666666666667,0.3558838970175061,1.3160919540229872,30
34.0,45.63333333333333,0.9357958179808595,28.526966292134766,90,5.433333333333334,0.33275350057315484,1.1505747126436785,30
35.0,47.083333333333336,0.8539463156008439,31.841736694678033,120,4.8,0.4565055306337589,2.165517241379309,30
36.0,48.791666666666664,0.861197641239828,32.38480392156879,120,5.0,0.4387127117904512,2.0,30
37.0,49.93333333333333,0.8838797920447976,34.113165266106506,120,5.1,0.4843685408378728,2.43793103448276,30
38.0,51.2,0.8818889219819137,33.95966386554632,120,5.666666666666667,0.4100410983743586,1.747126436781608,30
39.0,52.333333333333336,0.8572640075161414,32.0896358543419,120,5.533333333333333,0.35260523013872724,1.2919540229885067,30
